7201807,Aguadilla,00605,Puerto Rico,Puerto Rico,Territory
7201817,Aguas Buenas,00703,Puerto Rico,Puerto Rico,Territory
7201827,Toa Alta,00953,Puerto Rico,Puerto Rico,Territory
7201837,Villalba,00766,Puerto Rico,Puerto Rico,Territory
72021006,Aguadilla,00605,Puerto Rico,Puerto Rico,Territory
72021016,Aguadilla,00603,Puerto Rico,Puerto Rico,Territory
72021026,Aguadilla,00603,Puerto Rico,Puerto Rico,Territory
72021036,Aguas Buenas,00703,Puerto Rico,Puerto Rico,Territory
72021046,Aguas Buenas,00703,Puerto Rico,Puerto Rico,Territory
72021056,Aibonito,00705,Puerto Rico,Puerto Rico,Territory
7202106,Bayamon,00960,Puerto Rico,Puerto Rico,Territory
72021066,Anasco,00610,Puerto Rico,Puerto Rico,Territory
72021076,Anasco,00610,Puerto Rico,Puerto Rico,Territory
72021086,Arecibo,00612,Puerto Rico,Puerto Rico,Territory
72021096,Arecibo,00614,Puerto Rico,Puerto Rico,Territory
72021106,Arecibo,00614,Puerto Rico,Puerto Rico,Territory
72021116,Arecibo,00614,Puerto Rico,Puerto Rico,Territory
72021126,Arecibo,00614,Puerto Rico,Puerto Rico,Territory
72021136,Arecibo,00612,Puerto Rico,Puerto Rico,Territory
72021146,Arecibo,00612,Puerto Rico,Puerto Rico,Territory
72021156,Barceloneta,00614,Puerto Rico,Puerto Rico,Territory
7202116,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021166,Arroyo,00714,Puerto Rico,Puerto Rico,Territory
72021176,Barceloneta,00617,Puerto Rico,Puerto Rico,Territory
72021186,Barceloneta,00614,Puerto Rico,Puerto Rico,Territory
72021196,Barranquitas,00794,Puerto Rico,Puerto Rico,Territory
72021206,Barranquitas,00794,Puerto Rico,Puerto Rico,Territory
72021216,Guaynabo,00970,Puerto Rico,Puerto Rico,Territory
72021226,Bayamon,00959,Puerto Rico,Puerto Rico,Territory
72021236,Bayamon,00960,Puerto Rico,Puerto Rico,Territory
72021246,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021256,Bayamon,00956,Puerto Rico,Puerto Rico,Territory
7202126,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021266,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021276,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021286,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021296,Bayamon,00956,Puerto Rico,Puerto Rico,Territory
72021306,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021316,Bayamon,00959,Puerto Rico,Puerto Rico,Territory
72021326,Bayamon,00956,Puerto Rico,Puerto Rico,Territory
72021336,Bayamon,00956,Puerto Rico,Puerto Rico,Territory
72021346,Bayamon,00956,Puerto Rico,Puerto Rico,Territory
72021356,Bayamon,00956,Puerto Rico,Puerto Rico,Territory
7202136,Bayamon,00959,Puerto Rico,Puerto Rico,Territory
72021366,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021376,Hormigueros,00660,Puerto Rico,Puerto Rico,Territory
72021386,Cabo Rojo,00623,Puerto Rico,Puerto Rico,Territory
72021396,Cabo Rojo,00623,Puerto Rico,Puerto Rico,Territory
72021406,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021416,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021426,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021436,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021446,Caguas,00970,Puerto Rico,Puerto Rico,Territory
72021456,Caguas,00727,Puerto Rico,Puerto Rico,Territory
7202146,Bayamon,00956,Puerto Rico,Puerto Rico,Territory
72021466,Caguas,00970,Puerto Rico,Puerto Rico,Territory
72021476,Caguas,00727,Puerto Rico,Puerto Rico,Territory
72021486,Caguas,00727,Puerto Rico,Puerto Rico,Territory
72021496,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021506,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021516,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021526,Camuy,00627,Puerto Rico,Puerto Rico,Territory
72021536,Lares,00669,Puerto Rico,Puerto Rico,Territory
72021546,Canovanas,00729,Puerto Rico,Puerto Rico,Territory
72021556,Canovanas,00729,Puerto Rico,Puerto Rico,Territory
7202156,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72021566,Juncos,00777,Puerto Rico,Puerto Rico,Territory
72021576,Carolina,00979,Puerto Rico,Puerto Rico,Territory
72021586,Carolina,00983,Puerto Rico,Puerto Rico,Territory
72021596,Carolina,00979,Puerto Rico,Puerto Rico,Territory
720216,Aguada,00602,Puerto Rico,Puerto Rico,Territory
72021606,Carolina,00984,Puerto Rico,Puerto Rico,Territory
72021616,Carolina,00984,Puerto Rico,Puerto Rico,Territory
72021626,Carolina,00979,Puerto Rico,Puerto Rico,Territory
72021636,Carolina,00985,Puerto Rico,Puerto Rico,Territory
72021646,Carolina,00988,Puerto Rico,Puerto Rico,Territory
72021656,Carolina,00985,Puerto Rico,Puerto Rico,Territory
7202166,Cabo Rojo,00623,Puerto Rico,Puerto Rico,Territory
72021666,Carolina,00985,Puerto Rico,Puerto Rico,Territory
72021676,Carolina,00987,Puerto Rico,Puerto Rico,Territory
72021686,Carolina,00986,Puerto Rico,Puerto Rico,Territory
72021696,Catano,00963,Puerto Rico,Puerto Rico,Territory
72021706,Catano,00962,Puerto Rico,Puerto Rico,Territory
72021716,Catano,00962,Puerto Rico,Puerto Rico,Territory
72021726,Cayey,00736,Puerto Rico,Puerto Rico,Territory
72021736,Cayey,00736,Puerto Rico,Puerto Rico,Territory
72021746,Cayey,00737,Puerto Rico,Puerto Rico,Territory
72021756,Ceiba,00735,Puerto Rico,Puerto Rico,Territory
7202176,Caguas,00727,Puerto Rico,Puerto Rico,Territory
72021766,Ciales,00638,Puerto Rico,Puerto Rico,Territory
72021776,Ciales,00638,Puerto Rico,Puerto Rico,Territory
72021786,Cidra,00739,Puerto Rico,Puerto Rico,Territory
72021796,Cidra,00739,Puerto Rico,Puerto Rico,Territory
72021806,Coamo,00769,Puerto Rico,Puerto Rico,Territory
72021816,Coamo,00769,Puerto Rico,Puerto Rico,Territory
72021826,Comerio,00782,Puerto Rico,Puerto Rico,Territory
72021836,Comerio,00782,Puerto Rico,Puerto Rico,Territory
72021846,Corozal,00783,Puerto Rico,Puerto Rico,Territory
72021856,Corozal,00783,Puerto Rico,Puerto Rico,Territory
7202186,Caguas,00970,Puerto Rico,Puerto Rico,Territory
72021866,Toa Baja,00646,Puerto Rico,Puerto Rico,Territory
72021876,Dorado,00646,Puerto Rico,Puerto Rico,Territory
72021886,Fajardo,00738,Puerto Rico,Puerto Rico,Territory
72021896,Fajardo,00738,Puerto Rico,Puerto Rico,Territory
72021906,Fajardo,00738,Puerto Rico,Puerto Rico,Territory
72021916,Guanica,00653,Puerto Rico,Puerto Rico,Territory
72021926,Guanica,00653,Puerto Rico,Puerto Rico,Territory
72021936,Guayama,00784,Puerto Rico,Puerto Rico,Territory
72021946,Guayama,00784,Puerto Rico,Puerto Rico,Territory
72021956,Guayama,00784,Puerto Rico,Puerto Rico,Territory
7202196,Caguas,00725,Puerto Rico,Puerto Rico,Territory
72021966,Penuelas,00624,Puerto Rico,Puerto Rico,Territory
72021976,Guayanilla,00656,Puerto Rico,Puerto Rico,Territory
72021986,Guaynabo,00970,Puerto Rico,Puerto Rico,Territory
72021996,Fort Buchanan,00934,Puerto Rico,Puerto Rico,Territory
72022006,Guaynabo,00969,Puerto Rico,Puerto Rico,Territory
72022016,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72022026,San Juan,00971,Puerto Rico,Puerto Rico,Territory
72022036,Catano,00970,Puerto Rico,Puerto Rico,Territory
72022046,Catano,00971,Puerto Rico,Puerto Rico,Territory
72022056,Gurabo,00778,Puerto Rico,Puerto Rico,Territory
7202206,Camuy,00627,Puerto Rico,Puerto Rico,Territory
72022066,Gurabo,00778,Puerto Rico,Puerto Rico,Territory
72022076,Hatillo,00659,Puerto Rico,Puerto Rico,Territory
72022086,Hatillo,00659,Puerto Rico,Puerto Rico,Territory
72022096,Hormigueros,00660,Puerto Rico,Puerto Rico,Territory
72022106,Naguabo,00718,Puerto Rico,Puerto Rico,Territory
72022116,Humacao,00792,Puerto Rico,Puerto Rico,Territory
72022126,Humacao,00792,Puerto Rico,Puerto Rico,Territory
72022136,Humacao,00791,Puerto Rico,Puerto Rico,Territory
72022146,Isabela,00662,Puerto Rico,Puerto Rico,Territory
72022156,Isabela,00662,Puerto Rico,Puerto Rico,Territory
7202216,Canovanas,00729,Puerto Rico,Puerto Rico,Territory
72022166,Isabela,00662,Puerto Rico,Puerto Rico,Territory
72022176,Jayuya,00664,Puerto Rico,Puerto Rico,Territory
72022186,Juana Diaz,00795,Puerto Rico,Puerto Rico,Territory
72022196,Juana Diaz,00795,Puerto Rico,Puerto Rico,Territory
72022206,Juana Diaz,00795,Puerto Rico,Puerto Rico,Territory
72022216,Juncos,00777,Puerto Rico,Puerto Rico,Territory
72022226,Juncos,00777,Puerto Rico,Puerto Rico,Territory
72022236,Lajas,00667,Puerto Rico,Puerto Rico,Territory
72022246,Lajas,00667,Puerto Rico,Puerto Rico,Territory
72022256,Lares,00669,Puerto Rico,Puerto Rico,Territory
7202226,Carolina,00979,Puerto Rico,Puerto Rico,Territory
72022266,Adjuntas,00631,Puerto Rico,Puerto Rico,Territory
72022276,Juncos,00777,Puerto Rico,Puerto Rico,Territory
72022286,Las Piedras,00771,Puerto Rico,Puerto Rico,Territory
72022296,Loiza,00772,Puerto Rico,Puerto Rico,Territory
72022306,Loiza,00772,Puerto Rico,Puerto Rico,Territory
72022316,Luquillo,00773,Puerto Rico,Puerto Rico,Territory
72022326,Luquillo,00773,Puerto Rico,Puerto Rico,Territory
72022336,Manati,00674,Puerto Rico,Puerto Rico,Territory
72022346,Manati,00674,Puerto Rico,Puerto Rico,Territory
72022356,Manati,00674,Puerto Rico,Puerto Rico,Territory
7202236,Carolina,00984,Puerto Rico,Puerto Rico,Territory
72022366,Maunabo,00707,Puerto Rico,Puerto Rico,Territory
72022376,Mayaguez,00680,Puerto Rico,Puerto Rico,Territory
72022386,Mayaguez,00680,Puerto Rico,Puerto Rico,Territory
72022396,Mayaguez,00680,Puerto Rico,Puerto Rico,Territory
72022406,Rincon,00677,Puerto Rico,Puerto Rico,Territory
72022416,Mayaguez,00680,Puerto Rico,Puerto Rico,Territory
72022426,Mayaguez,00680,Puerto Rico,Puerto Rico,Territory
72022436,Mayaguez,00682,Puerto Rico,Puerto Rico,Territory
72022446,Aguadilla,00603,Puerto Rico,Puerto Rico,Territory
72022456,Moca,00676,Puerto Rico,Puerto Rico,Territory
7202246,Carolina,00988,Puerto Rico,Puerto Rico,Territory
72022466,Morovis,00687,Puerto Rico,Puerto Rico,Territory
72022476,Morovis,00687,Puerto Rico,Puerto Rico,Territory
72022486,Naguabo,00718,Puerto Rico,Puerto Rico,Territory
72022496,Naranjito,00719,Puerto Rico,Puerto Rico,Territory
72022506,Naranjito,00719,Puerto Rico,Puerto Rico,Territory
72022516,Orocovis,00720,Puerto Rico,Puerto Rico,Territory
72022526,Orocovis,00720,Puerto Rico,Puerto Rico,Territory
72022536,Patillas,00723,Puerto Rico,Puerto Rico,Territory
72022546,Penuelas,00624,Puerto Rico,Puerto Rico,Territory
72022556,Penuelas,00624,Puerto Rico,Puerto Rico,Territory
7202256,Carolina,00987,Puerto Rico,Puerto Rico,Territory
72022566,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022576,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022586,Ponce,00728,Puerto Rico,Puerto Rico,Territory
72022596,Ponce,00732,Puerto Rico,Puerto Rico,Territory
720226,Aguadilla,00603,Puerto Rico,Puerto Rico,Territory
72022606,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022616,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022626,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022636,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022646,Ponce,00780,Puerto Rico,Puerto Rico,Territory
72022656,Ponce,00731,Puerto Rico,Puerto Rico,Territory
7202266,Catano,00962,Puerto Rico,Puerto Rico,Territory
72022666,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022676,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022686,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72022696,Quebradillas,00678,Puerto Rico,Puerto Rico,Territory
72022706,Rincon,00677,Puerto Rico,Puerto Rico,Territory
72022716,Rio Grande,00745,Puerto Rico,Puerto Rico,Territory
72022726,Rio Grande,00745,Puerto Rico,Puerto Rico,Territory
72022736,Rio Grande,00745,Puerto Rico,Puerto Rico,Territory
72022746,Rio Grande,00745,Puerto Rico,Puerto Rico,Territory
72022756,Sabana Grande,00637,Puerto Rico,Puerto Rico,Territory
7202276,Catano,00962,Puerto Rico,Puerto Rico,Territory
72022766,Sabana Grande,00637,Puerto Rico,Puerto Rico,Territory
72022776,Salinas,00751,Puerto Rico,Puerto Rico,Territory
72022786,Salinas,00751,Puerto Rico,Puerto Rico,Territory
72022796,San German,00683,Puerto Rico,Puerto Rico,Territory
72022806,Lajas,00667,Puerto Rico,Puerto Rico,Territory
72022816,San Juan,00901,Puerto Rico,Puerto Rico,Territory
72022826,San Juan,00907,Puerto Rico,Puerto Rico,Territory
72022836,San Juan,00914,Puerto Rico,Puerto Rico,Territory
72022846,San Juan,00909,Puerto Rico,Puerto Rico,Territory
72022856,San Juan,00909,Puerto Rico,Puerto Rico,Territory
7202286,Cayey,00736,Puerto Rico,Puerto Rico,Territory
72022866,San Juan,00912,Puerto Rico,Puerto Rico,Territory
72022876,San Juan,00915,Puerto Rico,Puerto Rico,Territory
72022886,San Juan,00915,Puerto Rico,Puerto Rico,Territory
72022896,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72022906,San Juan,00901,Puerto Rico,Puerto Rico,Territory
72022916,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72022926,San Juan,00923,Puerto Rico,Puerto Rico,Territory
72022936,San Juan,00923,Puerto Rico,Puerto Rico,Territory
72022946,San Juan,00924,Puerto Rico,Puerto Rico,Territory
72022956,San Juan,00924,Puerto Rico,Puerto Rico,Territory
7202296,Ceiba,00735,Puerto Rico,Puerto Rico,Territory
72022966,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72022976,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72022986,San Juan,00923,Puerto Rico,Puerto Rico,Territory
72022996,San Juan,00917,Puerto Rico,Puerto Rico,Territory
72023006,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72023016,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72023026,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72023036,San Juan,00920,Puerto Rico,Puerto Rico,Territory
72023046,San Juan,00927,Puerto Rico,Puerto Rico,Territory
72023056,San Juan,00921,Puerto Rico,Puerto Rico,Territory
7202306,Cayey,00739,Puerto Rico,Puerto Rico,Territory
72023066,San Juan,00927,Puerto Rico,Puerto Rico,Territory
72023076,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72023086,San Juan,00925,Puerto Rico,Puerto Rico,Territory
72023096,San Juan,00924,Puerto Rico,Puerto Rico,Territory
72023106,San Juan,00926,Puerto Rico,Puerto Rico,Territory
72023116,San Juan,00924,Puerto Rico,Puerto Rico,Territory
72023126,San Juan,00928,Puerto Rico,Puerto Rico,Territory
72023136,San Juan,00926,Puerto Rico,Puerto Rico,Territory
72023146,San Juan,00926,Puerto Rico,Puerto Rico,Territory
72023156,San Juan,00926,Puerto Rico,Puerto Rico,Territory
7202316,Coamo,00769,Puerto Rico,Puerto Rico,Territory
72023166,Catano,00971,Puerto Rico,Puerto Rico,Territory
72023176,San Juan,00906,Puerto Rico,Puerto Rico,Territory
72023186,San Lorenzo,00754,Puerto Rico,Puerto Rico,Territory
72023196,San Lorenzo,00754,Puerto Rico,Puerto Rico,Territory
72023206,San Sebastian,00685,Puerto Rico,Puerto Rico,Territory
72023216,San Sebastian,00685,Puerto Rico,Puerto Rico,Territory
72023226,San Sebastian,00685,Puerto Rico,Puerto Rico,Territory
72023236,Santa Isabel,00757,Puerto Rico,Puerto Rico,Territory
72023246,Toa Alta,00953,Puerto Rico,Puerto Rico,Territory
72023256,Dorado,00646,Puerto Rico,Puerto Rico,Territory
7202326,Corozal,00783,Puerto Rico,Puerto Rico,Territory
72023266,Bayamon,00957,Puerto Rico,Puerto Rico,Territory
72023276,Toa Alta,00953,Puerto Rico,Puerto Rico,Territory
72023286,Toa Baja,00949,Puerto Rico,Puerto Rico,Territory
72023296,Toa Baja,00949,Puerto Rico,Puerto Rico,Territory
72023306,Bayamon,00961,Puerto Rico,Puerto Rico,Territory
72023316,Toa Baja,00950,Puerto Rico,Puerto Rico,Territory
72023326,Toa Baja,00949,Puerto Rico,Puerto Rico,Territory
72023336,Toa Baja,00949,Puerto Rico,Puerto Rico,Territory
72023346,Trujillo Alto,00976,Puerto Rico,Puerto Rico,Territory
72023356,Trujillo Alto,00976,Puerto Rico,Puerto Rico,Territory
7202336,Toa Baja,00646,Puerto Rico,Puerto Rico,Territory
72023366,Trujillo Alto,00976,Puerto Rico,Puerto Rico,Territory
72023376,Trujillo Alto,00976,Puerto Rico,Puerto Rico,Territory
72023386,Utuado,00641,Puerto Rico,Puerto Rico,Territory
72023396,Utuado,00641,Puerto Rico,Puerto Rico,Territory
72023406,Vega Baja,00693,Puerto Rico,Puerto Rico,Territory
72023416,Vega Alta,00692,Puerto Rico,Puerto Rico,Territory
72023426,Vega Baja,00693,Puerto Rico,Puerto Rico,Territory
72023436,Vega Baja,00693,Puerto Rico,Puerto Rico,Territory
72023446,Vega Baja,00693,Puerto Rico,Puerto Rico,Territory
72023456,Vega Baja,00693,Puerto Rico,Puerto Rico,Territory
7202346,Fajardo,00738,Puerto Rico,Puerto Rico,Territory
72023466,Vieques,00765,Puerto Rico,Puerto Rico,Territory
72023476,Villalba,00766,Puerto Rico,Puerto Rico,Territory
72023486,Villalba,00766,Puerto Rico,Puerto Rico,Territory
72023496,Yabucoa,00767,Puerto Rico,Puerto Rico,Territory
72023506,Yabucoa,00767,Puerto Rico,Puerto Rico,Territory
72023516,Yauco,00698,Puerto Rico,Puerto Rico,Territory
72023526,Yauco,00698,Puerto Rico,Puerto Rico,Territory
72023536,Yauco,00698,Puerto Rico,Puerto Rico,Territory
7202356,Guanica,00653,Puerto Rico,Puerto Rico,Territory
720236,Aguas Buenas,00703,Puerto Rico,Puerto Rico,Territory
7202366,Guayama,00784,Puerto Rico,Puerto Rico,Territory
7202376,Guayanilla,00656,Puerto Rico,Puerto Rico,Territory
7202386,Guaynabo,00969,Puerto Rico,Puerto Rico,Territory
7202396,Catano,00970,Puerto Rico,Puerto Rico,Territory
7202406,Caguas,00726,Puerto Rico,Puerto Rico,Territory
7202416,Hormigueros,00660,Puerto Rico,Puerto Rico,Territory
7202426,Humacao,00791,Puerto Rico,Puerto Rico,Territory
7202436,Isabela,00662,Puerto Rico,Puerto Rico,Territory
7202446,Juana Diaz,00795,Puerto Rico,Puerto Rico,Territory
7202456,Juana Diaz,00795,Puerto Rico,Puerto Rico,Territory
720246,Anasco,00610,Puerto Rico,Puerto Rico,Territory
7202466,Lajas,00667,Puerto Rico,Puerto Rico,Territory
7202476,Lares,00669,Puerto Rico,Puerto Rico,Territory
7202486,Las Piedras,00771,Puerto Rico,Puerto Rico,Territory
7202496,Loiza,00772,Puerto Rico,Puerto Rico,Territory
7202506,Manati,00674,Puerto Rico,Puerto Rico,Territory
7202516,Maricao,00606,Puerto Rico,Puerto Rico,Territory
7202526,Mayaguez,00680,Puerto Rico,Puerto Rico,Territory
7202536,Mayaguez,00680,Puerto Rico,Puerto Rico,Territory
7202546,Mayaguez,00682,Puerto Rico,Puerto Rico,Territory
7202556,Morovis,00687,Puerto Rico,Puerto Rico,Territory
720256,Arecibo,00612,Puerto Rico,Puerto Rico,Territory
7202566,Naranjito,00719,Puerto Rico,Puerto Rico,Territory
7202576,Orocovis,00720,Puerto Rico,Puerto Rico,Territory
7202586,Penuelas,00624,Puerto Rico,Puerto Rico,Territory
7202596,Ponce,00731,Puerto Rico,Puerto Rico,Territory
72026,Adjuntas,00601,Puerto Rico,Puerto Rico,Territory
7202606,Ponce,00733,Puerto Rico,Puerto Rico,Territory
7202616,Ponce,00715,Puerto Rico,Puerto Rico,Territory
7202626,Ponce,00731,Puerto Rico,Puerto Rico,Territory
7202636,Quebradillas,00678,Puerto Rico,Puerto Rico,Territory
7202646,Rio Grande,00745,Puerto Rico,Puerto Rico,Territory
7202656,Loiza,00772,Puerto Rico,Puerto Rico,Territory
720266,Arecibo,00614,Puerto Rico,Puerto Rico,Territory
7202666,Salinas,00751,Puerto Rico,Puerto Rico,Territory
7202676,Lajas,00667,Puerto Rico,Puerto Rico,Territory
7202686,San Juan,00914,Puerto Rico,Puerto Rico,Territory
7202696,San Juan,00901,Puerto Rico,Puerto Rico,Territory
7202706,San Juan,00915,Puerto Rico,Puerto Rico,Territory
7202716,San Juan,00928,Puerto Rico,Puerto Rico,Territory
7202726,San Juan,00923,Puerto Rico,Puerto Rico,Territory
7202736,San Juan,00928,Puerto Rico,Puerto Rico,Territory
7202746,San Juan,00928,Puerto Rico,Puerto Rico,Territory
7202756,San Juan,00921,Puerto Rico,Puerto Rico,Territory
720276,Barceloneta,00614,Puerto Rico,Puerto Rico,Territory
7202766,San Juan,00928,Puerto Rico,Puerto Rico,Territory
7202776,San Juan,00926,Puerto Rico,Puerto Rico,Territory
7202786,San Juan,00926,Puerto Rico,Puerto Rico,Territory
7202796,Catano,00971,Puerto Rico,Puerto Rico,Territory
7202806,San Juan,00901,Puerto Rico,Puerto Rico,Territory
7202816,San Lorenzo,00754,Puerto Rico,Puerto Rico,Territory
7202826,San Sebastian,00685,Puerto Rico,Puerto Rico,Territory
7202836,Toa Alta,00953,Puerto Rico,Puerto Rico,Territory
7202846,Toa Baja,00962,Puerto Rico,Puerto Rico,Territory
7202856,Toa Baja,00949,Puerto Rico,Puerto Rico,Territory
720286,Barceloneta,00617,Puerto Rico,Puerto Rico,Territory
7202866,Toa Baja,00951,Puerto Rico,Puerto Rico,Territory
7202876,Trujillo Alto,00976,Puerto Rico,Puerto Rico,Territory
7202886,Trujillo Alto,00976,Puerto Rico,Puerto Rico,Territory
7202896,Vega Alta,00692,Puerto Rico,Puerto Rico,Territory
7202906,Vega Baja,00693,Puerto Rico,Puerto Rico,Territory
